averageMonthlyHours,satisfaction,evaluation,yearsAtCompany,turnover
281,82,93,5,1
268,41,52,3,1
265,45,51,3,1
268,20,70,5,1
274,43,53,3,1
259,39,55,3,1
288,11,86,4,1
272,45,47,3,1
271,11,87,4,1
278,84,86,5,1
265,86,96,6,1
277,79,93,5,1
278,39,57,3,1
269,15,62,3,1
271,81,100,5,1
282,39,53,3,1
280,92,94,5,1
274,90,98,5,1
281,32,60,4,1
286,46,46,3,1
283,83,98,5,1
271,39,47,3,1
257,20,90,3,1
278,11,85,4,1
276,11,96,5,1
271,10,95,4,1
287,75,87,5,1
276,44,57,3,1
269,86,93,5,1
271,10,82,4,1
288,39,49,3,1
270,45,48,3,1
261,10,94,4,1
275,36,55,3,1
275,57,61,5,1
277,9,87,4,1
280,87,91,5,1
276,43,52,3,1
270,36,50,3,1
286,91,99,5,1
275,41,48,3,1
277,37,52,3,1
265,43,45,3,1
287,43,57,3,1
283,40,53,3,1
274,10,89,4,1
288,76,99,5,1
291,82,93,5,1
264,11,83,5,1
263,43,52,3,1
270,11,88,4,1
286,41,48,3,1
271,73,87,5,1
278,37,57,3,1
286,11,89,4,1
278,46,52,3,1
269,41,50,3,1
272,78,78,5,1
287,78,86,6,1
283,72,86,5,1
275,63,83,5,1
264,55,100,3,1
273,45,55,3,1
266,39,51,3,1
274,10,81,4,1
275,40,50,3,1
266,39,54,3,1
284,78,45,2,1
274,42,53,3,1
283,39,54,3,1
264,46,57,3,1
280,10,92,4,1
278,45,47,3,1
269,10,83,4,1
279,10,89,4,1
290,78,86,5,1
291,40,65,5,1
281,45,51,3,1
276,39,56,3,1
275,43,48,3,1
278,9,96,4,1
251,79,86,5,1
292,44,47,3,1
269,79,95,5,1
272,38,46,3,1
282,36,56,3,1
265,39,57,3,1
283,9,93,4,1
262,16,65,5,1
274,9,77,4,1
275,11,87,4,1
288,44,56,3,1
281,11,88,4,1
283,11,97,4,1
284,45,52,3,1
277,10,96,4,1
270,40,46,3,1
280,38,55,3,1
285,39,56,3,1
276,38,55,3,1
295,38,45,3,1
278,17,75,4,1
285,79,84,5,1
278,10,85,4,1
278,37,48,3,1
260,42,49,3,1
268,44,48,3,1
278,11,83,4,1
268,39,48,3,1
285,10,83,5,1
270,40,46,3,1
296,86,91,5,1
265,37,46,3,1
250,40,51,3,1
265,43,48,3,1
289,88,88,5,1
280,44,52,3,1
269,87,100,5,1
267,40,46,3,1
292,45,52,3,1
278,84,93,5,1
271,10,68,3,1
265,72,99,5,1
282,40,50,3,1
282,45,50,3,1
272,89,98,5,1
277,40,55,3,1
264,38,53,3,1
266,38,47,3,1
272,10,82,4,1
271,42,48,3,1
268,74,86,5,1
265,10,80,4,1
266,82,90,5,1
278,38,55,3,1
272,41,56,3,1
283,40,47,3,1
265,83,98,5,1
255,36,57,3,1
274,75,98,5,1
288,44,53,3,1
283,10,94,5,1
281,39,52,3,1
262,9,84,4,1
278,40,57,3,1
277,41,54,3,1
270,83,92,5,1
255,42,47,3,1
260,61,46,4,1
278,44,52,3,1
262,77,81,5,1
269,81,95,5,1
263,10,78,4,1
282,73,84,6,1
290,9,83,4,1
277,90,99,6,1
262,88,100,5,1
284,9,87,4,1
272,40,56,3,1
266,17,55,5,1
292,82,82,6,1
278,90,83,5,1
272,83,92,5,1
252,44,50,3,1
298,50,85,3,1
286,14,61,5,1
267,77,82,5,1
296,9,83,4,1
276,11,88,4,1
266,44,57,3,1
284,43,52,3,1
285,12,80,2,1
284,10,86,5,1
279,10,96,4,1
272,40,48,3,1
268,41,47,3,1
290,37,48,3,1
270,40,48,3,1
268,74,96,5,1
264,39,48,3,1
269,11,90,4,1
264,36,51,3,1
279,80,83,5,1
275,60,85,2,1
289,36,54,3,1
274,10,96,5,1
267,65,86,2,1
277,49,73,3,1
277,73,96,6,1
270,11,80,5,1
272,73,91,5,1
277,43,46,3,1
273,73,93,5,1
273,76,85,6,1
260,9,96,4,1
274,90,81,5,1
283,10,81,4,1
284,43,48,3,1
264,41,55,3,1
271,41,57,3,1
287,10,87,4,1
288,40,46,3,1
270,40,53,3,1
286,36,48,3,1
278,83,95,5,1
277,83,94,5,1
277,41,51,3,1
278,11,93,4,1
277,68,62,5,1
284,43,53,3,1
290,44,51,3,1
281,87,94,5,1
296,43,54,3,1
259,89,48,5,1
274,83,88,5,1
290,11,87,5,1
269,85,100,3,1
301,89,97,5,1
288,9,92,4,1
277,43,55,3,1
282,42,46,3,1
275,43,54,3,1
285,10,93,4,1
270,37,46,3,1
284,76,98,5,1
297,88,89,5,1
295,39,48,3,1
266,45,54,3,1
272,91,95,5,1
276,86,85,5,1
277,39,53,3,1
282,89,100,5,1
288,11,86,4,1
271,10,87,5,1
275,38,57,3,1
271,40,54,3,1
264,86,97,5,1
272,10,86,4,1
288,10,85,4,1
293,42,50,3,1
275,36,46,3,1
266,39,48,3,1
285,43,47,3,1
286,36,49,3,1
269,9,91,4,1
270,42,55,3,1
287,42,46,3,1
274,91,89,5,1
269,41,56,3,1
294,11,78,4,1
265,9,83,5,1
265,83,100,5,1
286,11,78,4,1
297,10,93,4,1
284,42,55,3,1
279,10,97,4,1
270,38,51,3,1
270,77,98,6,1
277,11,85,4,1
284,87,97,6,1
272,10,88,4,1
267,10,89,4,1
271,9,90,4,1
273,84,85,5,1
279,11,86,4,1
279,81,97,5,1
275,77,85,5,1
270,42,47,3,1
280,36,56,3,1
284,81,83,6,1
263,37,46,3,1
293,10,96,4,1
274,14,55,5,1
281,41,51,3,1
291,44,55,3,1
273,82,94,5,1
262,67,54,5,1
272,44,57,3,1
271,42,54,3,1
279,84,83,5,1
293,86,100,5,1
274,56,86,2,1
275,9,93,4,1
281,10,81,4,1
276,39,54,3,1
287,75,89,5,1
265,43,55,3,1
279,9,96,5,1
278,83,94,5,1
251,59,100,4,1
292,44,54,3,1
265,38,49,3,1
280,76,98,5,1
282,22,86,3,1
286,40,46,3,1
274,41,48,3,1
281,38,51,3,1
278,45,68,4,1
282,39,56,3,1
264,45,47,3,1
271,42,53,3,1
268,10,87,4,1
300,78,96,5,1
284,39,56,3,1
269,10,87,4,1
261,10,80,4,1
267,43,46,3,1
277,38,45,3,1
271,9,77,5,1
278,39,53,3,1
261,73,99,5,1
275,38,49,3,1
271,10,91,4,1
284,41,54,3,1
263,43,51,3,1
262,79,96,5,1
283,10,81,4,1
270,11,97,4,1
276,42,50,3,1
289,36,51,3,1
246,63,93,3,1
270,41,56,3,1
278,36,46,3,1
267,10,90,5,1
285,11,96,4,1
282,44,54,3,1
284,77,96,6,1
272,91,100,6,1
267,26,46,3,1
278,81,93,6,1
281,11,87,4,1
270,92,89,5,1
285,10,86,4,1
267,45,51,3,1
283,11,94,4,1
285,23,70,4,1
256,86,95,5,1
286,44,55,3,1
271,41,56,3,1
279,84,97,5,1
275,42,52,3,1
266,11,88,4,1
270,38,46,3,1
264,11,96,4,1
266,10,83,4,1
271,86,88,5,1
288,91,100,5,1
272,37,53,3,1
262,46,50,3,1
284,10,89,5,1
266,37,46,3,1
273,40,48,3,1
269,9,78,4,1
271,11,89,4,1
272,39,48,3,1
272,89,96,6,1
280,9,91,4,1
285,88,97,5,1
290,11,90,4,1
256,10,95,5,1
263,91,100,6,1
272,44,52,3,1
272,63,76,4,1
268,10,87,4,1
281,36,51,3,1
289,45,51,3,1
270,73,100,6,1
264,37,55,3,1
265,9,85,4,1
273,41,71,4,1
280,72,100,5,1
280,36,54,3,1
263,90,100,5,1
274,44,56,3,1
268,78,95,5,1
272,37,52,3,1
298,40,47,3,1
284,84,100,5,1
270,9,86,4,1
276,83,93,5,1
270,11,87,4,1
269,37,50,3,1
292,9,93,5,1
290,43,47,2,1
270,39,56,3,1
288,85,90,2,1
257,38,52,3,1
274,76,84,5,1
277,44,51,3,1
249,73,100,5,1
279,43,53,3,1
291,43,51,3,1
279,9,96,4,1
272,43,53,3,1
270,45,57,3,1
271,42,48,3,1
274,41,46,3,1
285,44,55,3,1
274,9,92,4,1
270,41,51,3,1
292,43,51,3,1
279,38,51,3,1
292,85,96,5,1
301,88,91,6,1
285,44,46,3,1
268,11,92,4,1
290,38,50,3,1
273,9,78,4,1
274,11,79,4,1
268,11,88,4,1
273,44,48,3,1
281,38,51,3,1
273,10,87,5,1
273,45,57,3,1
272,11,94,5,1
276,36,48,3,1
274,72,95,5,1
273,43,48,3,1
281,45,50,3,1
271,40,53,3,1
259,10,81,4,1
276,83,93,5,1
271,11,80,4,1
276,43,50,3,1
291,38,50,3,1
284,83,100,5,1
273,11,82,4,1
265,43,52,3,1
275,11,88,4,1
272,43,46,3,1
287,10,89,4,1
279,44,51,3,1
293,82,91,6,1
277,10,86,4,1
275,10,95,4,1
266,30,89,5,1
276,10,93,4,1
266,39,50,3,1
290,14,47,2,1
276,82,92,5,1
288,10,85,4,1
277,9,90,4,1
289,54,83,6,1
268,61,58,4,1
271,10,79,4,1
270,10,90,4,1
292,36,49,3,1
284,10,97,4,1
276,84,100,5,1
269,38,51,3,1
282,41,49,3,1
284,37,51,3,1
268,43,56,3,1
288,46,53,3,1
272,9,84,4,1
283,78,86,5,1
276,45,53,3,1
287,42,47,3,1
268,46,53,3,1
269,39,49,3,1
279,36,51,3,1
274,43,53,3,1
275,85,87,5,1
291,11,92,4,1
273,11,90,4,1
276,38,47,3,1
263,43,57,3,1
286,75,100,6,1
280,11,92,4,1
278,10,90,4,1
289,10,81,5,1
254,37,50,3,1
275,11,93,5,1
269,45,46,3,1
278,44,48,3,1
278,44,56,3,1
273,11,77,4,1
286,79,93,5,1
284,80,90,5,1
280,10,87,5,1
279,9,93,4,1
251,70,84,4,1
272,72,84,5,1
287,11,80,4,1
258,39,51,3,1
276,40,49,3,1
272,43,54,3,1
276,76,87,5,1
285,40,48,3,1
284,9,89,4,1
276,37,54,3,1
268,87,91,5,1
287,10,86,4,1
262,11,86,4,1
301,43,50,3,1
274,10,81,4,1
277,11,95,4,1
287,85,87,5,1
280,37,49,3,1
281,44,52,3,1
286,10,83,5,1
306,11,89,4,1
255,87,88,5,1
271,39,49,3,1
281,10,94,4,1
262,44,53,3,1
268,40,49,3,1
291,76,98,6,1
268,46,55,3,1
279,90,92,5,1
275,85,87,5,1
271,10,78,4,1
260,43,49,3,1
267,20,50,6,1
266,81,92,5,1
292,83,85,5,1
270,14,75,5,1
292,10,84,5,1
288,91,98,6,1
266,37,57,3,1
282,42,57,3,1
280,39,68,5,1
281,39,54,3,1
276,44,52,3,1
269,37,45,3,1
265,39,53,3,1
276,72,94,5,1
280,37,49,3,1
279,82,94,5,1
264,42,52,3,1
285,59,100,5,1
289,82,86,5,1
273,73,97,2,1
271,78,66,3,1
283,9,95,4,1
272,10,97,4,1
257,45,46,3,1
260,83,81,5,1
270,43,51,3,1
280,40,47,3,1
286,43,46,3,1
285,78,93,5,1
262,39,45,3,1
285,11,97,4,1
276,36,52,3,1
276,36,54,3,1
276,10,79,4,1
279,40,47,3,1
276,81,85,6,1
270,40,47,3,1
278,9,93,4,1
288,76,89,5,1
276,73,93,4,1
277,38,49,3,1
260,72,84,5,1
302,40,56,3,1
283,91,99,5,1
272,85,85,6,1
278,90,70,4,1
281,46,55,3,1
285,43,57,3,1
276,89,88,5,1
269,9,81,4,1
269,40,48,3,1
269,76,83,6,1
276,40,57,3,1
277,37,48,3,1
279,37,53,3,1
285,11,96,4,1
272,37,52,3,1
275,9,89,4,1
268,88,86,5,1
271,84,94,5,1
277,10,98,4,1
264,41,47,3,1
284,84,91,6,1
272,41,55,3,1
281,53,76,6,1
286,42,47,3,1
276,36,50,3,1
287,38,52,3,1
287,36,48,3,1
245,46,54,3,1
283,37,47,3,1
253,42,49,3,1
273,44,56,3,1
273,92,82,5,1
286,10,79,5,1
297,76,100,6,1
272,11,79,4,1
284,43,48,3,1
258,40,49,3,1
275,11,84,4,1
294,84,82,5,1
283,84,84,5,1
269,51,60,5,1
268,66,91,4,1
257,42,56,3,1
278,38,49,3,1
290,15,63,3,1
275,38,53,3,1
295,43,54,3,1
282,37,57,3,1
282,11,92,4,1
258,41,53,3,1
277,84,96,5,1
273,40,51,3,1
276,58,74,3,0
269,82,67,3,0
284,45,69,3,0
269,78,82,3,0
276,49,60,2,0
269,36,95,4,0
273,54,37,2,0
284,99,91,4,0
253,50,75,3,0
266,74,64,3,0
272,56,58,3,0
271,34,39,3,0
279,48,94,6,0
284,73,62,3,0
266,59,87,4,0
268,81,57,2,0
281,90,66,3,0
288,41,84,6,0
282,89,92,5,0
279,48,84,3,0
274,79,97,2,0
288,98,66,3,0
271,75,70,4,0
275,100,41,3,0
267,24,82,6,0
275,84,43,4,0
266,56,86,3,0
278,92,93,3,0
272,61,98,3,0
273,84,77,4,0
275,85,59,3,0
278,67,57,4,0
278,54,94,4,0
269,75,56,4,0
294,82,79,2,0
273,76,60,2,0
274,19,53,4,0
271,61,41,3,0
282,51,80,2,0
281,52,88,2,0
265,74,58,3,0
258,98,91,3,0
274,71,92,4,0
276,33,88,3,0
284,98,97,3,0
276,52,59,3,0
263,84,65,3,0
281,87,50,2,0
280,48,85,4,0
271,58,55,3,0
279,58,84,3,0
266,73,69,3,0
272,68,54,3,0
259,41,68,3,0
254,85,60,3,0
268,54,70,5,0
280,81,61,2,0
289,70,52,3,0
279,63,66,2,0
268,68,54,2,0
255,70,53,2,0
283,82,65,3,0
267,72,94,4,0
286,77,78,3,0
282,86,91,3,0
273,15,97,5,0
277,81,99,3,0
261,93,98,2,0
294,62,74,4,0
282,53,81,3,0
267,86,99,2,0
280,92,65,2,0
279,97,83,3,0
258,39,78,6,0
284,45,66,4,0
286,41,47,3,0
273,51,69,3,0
263,74,62,4,0
296,69,57,2,0
274,84,64,4,0
271,69,66,5,0
279,93,53,3,0
265,33,45,3,0
272,25,65,3,0
271,63,59,3,0
293,81,62,3,0
282,12,87,5,0
264,52,66,3,0
277,57,51,2,0
271,84,58,3,0
272,60,95,3,0
286,73,44,6,0
263,20,58,5,0
279,58,90,3,0
272,48,56,3,0
270,54,67,6,0
271,86,100,3,0
276,94,83,3,0
288,76,74,3,0
291,61,95,3,0
263,56,94,2,0
259,100,74,4,0
275,15,53,3,0
265,19,58,2,0
271,17,73,4,0
286,71,57,2,0
292,86,79,2,0
282,59,88,3,0
268,74,76,4,0
282,98,92,3,0
254,93,75,3,0
269,100,92,3,0
278,59,81,2,0
289,98,55,2,0
264,35,50,2,0
291,42,96,6,0
284,61,85,3,0
276,78,72,3,0
274,93,52,3,0
273,50,95,3,0
254,67,51,3,0
276,75,85,3,0
261,79,51,2,0
279,84,89,2,0
289,72,50,6,0
272,57,48,2,0
266,73,52,3,0
274,74,58,2,0
288,52,83,2,0
259,56,76,2,0
282,76,68,2,0
283,82,93,2,0
272,76,83,2,0
270,62,59,3,0
274,48,80,3,0
272,64,77,3,0
273,74,82,2,0
285,52,43,2,0
287,67,50,2,0
274,71,76,2,0
285,72,63,3,0
268,33,58,2,0
281,91,56,2,0
280,88,68,4,0
277,96,60,3,0
273,97,68,3,0
279,27,59,5,0
277,65,64,4,0
273,68,73,3,0
273,68,46,3,0
268,69,74,2,0
270,79,99,4,0
270,74,92,3,0
286,80,83,3,0
260,38,94,5,0
276,26,83,3,0
273,81,86,3,0
273,67,54,2,0
263,55,81,2,0
265,87,71,2,0
283,46,69,2,0
276,63,57,3,0
254,54,96,3,0
286,100,49,2,0
292,97,66,2,0
273,90,92,3,0
284,75,70,3,0
267,92,84,2,0
263,80,94,2,0
262,57,81,2,0
263,81,94,4,0
261,64,60,3,0
291,71,54,3,0
280,35,58,6,0
274,88,81,5,0
297,13,59,5,0
290,82,73,5,0
284,17,92,2,0
275,21,82,5,0
269,89,47,3,0
267,20,72,4,0
286,99,81,3,0
269,26,85,4,0
271,22,53,2,0
272,79,84,3,0
278,73,79,2,0
295,83,54,3,0
277,42,54,4,0
275,18,80,5,0
269,92,91,2,0
287,87,52,3,0
309,72,65,3,0
257,64,58,5,0
266,100,66,3,0
257,83,65,3,0
287,98,58,3,0
281,70,87,2,0
269,90,79,2,0
274,55,99,3,0
262,78,84,3,0
262,89,53,3,0
292,17,59,5,0
273,14,64,5,0
268,85,57,2,0
293,84,79,3,0
290,70,69,4,0
274,16,98,5,0
279,51,69,2,0
257,60,89,4,0
280,50,63,2,0
273,43,39,5,0
285,50,70,4,0
277,91,89,4,0
290,65,93,2,0
256,59,52,3,0
277,89,56,3,0
260,97,60,3,0
278,56,97,2,0
268,76,93,3,0
273,28,55,4,0
273,75,51,4,0
259,78,81,3,0
277,26,63,4,0
276,53,72,5,0
278,25,41,6,0
262,82,51,3,0
268,71,57,4,0
281,61,95,4,0
273,89,68,2,0
271,57,78,3,0
250,93,80,3,0
267,61,84,4,0
281,56,62,2,0
263,70,89,2,0
283,90,64,4,0
278,15,74,2,0
266,39,36,3,0
283,74,72,3,0
273,70,61,4,0
279,72,93,2,0
295,61,97,3,0
269,96,100,3,0
296,70,59,3,0
265,92,49,2,0
292,72,56,2,0
269,53,75,6,0
276,67,85,4,0
267,78,80,2,0
286,53,75,2,0
265,90,48,3,0
270,16,90,3,0
264,62,38,3,0
274,62,98,3,0
283,22,52,4,0
279,91,82,3,0
271,87,74,4,0
300,95,69,2,0
281,99,75,3,0
262,99,57,4,0
282,77,99,3,0
266,75,68,2,0
282,83,54,5,0
275,61,39,2,0
268,91,97,2,0
276,47,64,3,0
291,77,61,3,0
281,55,51,3,0
276,32,48,3,0
274,96,67,3,0
274,72,79,2,0
287,80,90,3,0
273,61,55,3,0
268,97,88,2,0
282,63,93,3,0
280,92,92,3,0
271,94,74,3,0
276,79,72,4,0
273,75,73,4,0
270,78,99,3,0
265,96,45,2,0
280,65,68,5,0
271,18,94,6,0
265,94,51,2,0
267,84,79,3,0
259,67,54,2,0
277,71,50,3,0
270,56,64,3,0
273,29,56,6,0
262,47,90,2,0
270,40,69,3,0
284,81,82,2,0
288,96,99,3,0
274,99,75,5,0
288,75,77,3,0
283,75,74,2,0
279,100,86,2,0
271,52,53,2,0
293,98,74,3,0
275,60,64,5,0
290,38,44,3,0
267,51,41,5,0
281,91,61,2,0
263,56,62,3,0
294,58,69,4,0
267,51,53,2,0
278,91,55,4,0
289,80,98,6,0
278,55,83,3,0
285,62,53,3,0
280,62,60,2,0
264,87,58,3,0
272,65,50,2,0
273,51,64,2,0
275,98,77,2,0
276,13,43,5,0
264,78,76,4,0
267,60,98,2,0
262,68,69,2,0
279,55,84,3,0
278,99,79,3,0
262,92,68,2,0
285,100,65,4,0
272,77,93,2,0
265,86,70,3,0
266,89,84,3,0
272,58,55,3,0
277,56,66,2,0
285,38,64,3,0
280,62,64,2,0
267,66,77,2,0
297,30,44,2,0
292,82,83,2,0
267,96,68,2,0
284,66,95,3,0
282,79,50,3,0
280,97,77,2,0
289,59,65,3,0
290,57,48,3,0
259,64,53,3,0
281,14,51,4,0
290,48,55,2,0
272,78,100,3,0
281,96,62,5,0
278,82,97,2,0
279,94,90,4,0
268,95,66,3,0
281,59,43,3,0
273,69,89,2,0
280,74,72,3,0
277,67,67,4,0
275,83,52,2,0
281,81,85,3,0
277,54,73,3,0
267,89,83,3,0
285,79,74,2,0
267,46,58,3,0
282,99,93,3,0
274,75,90,4,0
272,93,82,3,0
268,65,60,3,0
265,19,63,6,0
273,48,61,2,0
265,95,64,3,0
268,92,77,3,0
269,84,54,3,0
271,37,63,3,0
273,22,74,6,0
272,64,54,2,0
278,72,88,3,0
275,48,69,3,0
275,12,55,4,0
266,78,98,2,0
269,71,74,3,0
274,38,69,3,0
283,57,85,3,0
277,72,51,3,0
284,60,57,3,0
275,61,55,2,0
288,67,64,2,0
280,97,97,2,0
266,22,60,6,0
286,15,53,5,0
266,60,60,3,0
255,15,80,2,0
249,50,81,2,0
284,90,67,2,0
265,84,51,2,0
262,74,78,2,0
262,72,51,2,0
273,93,63,4,0
264,54,69,4,0
280,87,65,2,0
260,19,98,4,0
271,33,40,2,0
280,94,93,3,0
270,77,49,2,0
280,48,82,2,0
270,70,74,3,0
267,54,93,4,0
277,61,98,2,0
274,97,40,4,0
287,60,85,2,0
291,93,84,3,0
264,48,69,2,0
277,16,76,3,0
269,18,75,3,0
270,84,75,3,0
269,69,63,3,0
268,22,88,3,0
272,83,52,3,0
267,58,50,3,0
276,61,62,3,0
294,67,50,2,0
275,56,76,2,0
268,74,74,3,0
273,92,97,5,0
281,81,68,2,0
280,48,49,2,0
279,73,72,3,0
279,97,66,5,0
282,15,51,5,0
272,69,76,6,0
279,61,68,4,0
278,86,58,2,0
273,55,88,3,0
283,90,74,4,0
283,65,40,2,0
283,81,92,3,0
268,65,86,3,0
269,47,86,6,0
271,93,53,3,0
276,77,90,5,0
290,87,82,3,0
273,87,84,2,0
285,65,75,3,0
261,21,70,6,0
284,75,59,2,0
289,72,86,2,0
271,88,63,3,0
291,66,58,3,0
262,80,75,3,0
268,22,55,3,0
287,92,69,3,0
271,54,77,3,0
270,91,56,3,0
298,77,83,2,0
279,61,51,3,0
277,48,90,4,0
275,25,69,4,0
268,91,70,4,0
281,72,58,3,0
270,77,71,3,0
269,41,40,2,0
277,51,49,2,0
274,72,79,3,0
269,47,57,3,0
287,53,67,2,0
259,65,52,3,0
263,18,75,5,0
272,61,48,2,0
292,86,72,2,0
249,14,77,5,0
288,63,80,2,0
270,79,57,3,0
283,78,97,3,0
275,14,52,6,0
295,85,54,3,0
263,85,75,3,0
277,91,76,3,0
294,76,74,2,0
279,62,72,3,0
277,53,69,2,0
277,97,63,3,0
282,48,53,3,0
295,50,55,3,0
276,32,42,4,0
288,58,77,2,0
298,81,83,2,0
263,48,84,3,0
288,96,88,2,0
270,56,90,2,0
271,63,96,2,0
276,21,50,5,0
278,94,78,3,0
286,94,89,3,0
270,96,54,2,0
275,49,50,5,0
279,82,68,2,0
278,60,50,3,0
273,76,50,3,0
268,69,64,2,0
266,100,94,3,0
259,62,66,3,0
275,40,99,6,0
278,94,91,3,0
295,76,84,4,0
250,58,69,4,0
262,85,78,2,0
296,45,52,3,0
270,13,67,4,0
273,24,50,4,0
279,64,69,2,0
279,63,61,2,0
276,61,99,2,0
274,71,99,3,0
285,90,89,3,0
272,17,76,5,0
269,93,97,2,0
278,83,89,3,0
297,58,75,2,0
267,76,50,3,0
285,50,78,2,0
274,22,81,4,0
278,90,88,3,0
284,70,63,4,0
275,73,85,3,0
264,84,87,3,0
287,55,63,4,0
266,63,98,2,0
280,51,92,3,0
276,81,76,3,0
279,80,96,3,0
281,99,97,3,0
263,90,87,2,0
269,65,67,5,0
296,75,75,3,0
291,62,49,4,0
277,61,63,3,0
278,24,60,5,0
267,71,63,3,0
273,49,80,2,0
269,44,66,2,0
285,75,87,3,0
267,74,84,4,0
280,62,87,3,0
276,51,58,3,0
261,61,59,2,0
273,56,49,3,0
285,79,76,3,0
279,68,75,5,0
275,90,84,3,0
273,83,93,3,0
290,94,82,3,0
272,21,65,3,0
270,58,87,2,0
277,52,38,3,0
280,18,67,5,0
280,94,91,3,0
290,69,50,4,0
273,65,83,3,0
286,46,62,3,0
266,72,62,3,0
285,30,37,3,0
266,51,51,2,0
263,43,75,2,0
276,56,94,2,0
266,63,91,3,0
284,61,55,3,0
281,53,73,2,0
271,87,75,3,0
273,68,70,4,0
267,78,84,2,0
283,49,95,2,0
274,96,81,3,0
291,83,74,2,0
277,48,67,3,0
288,63,86,3,0
267,87,38,5,0
282,21,90,6,0
288,79,58,3,0
275,80,96,5,0
277,78,82,3,0
264,67,65,2,0
276,67,71,3,0
279,26,67,6,0
278,89,83,4,0
277,70,53,3,0
276,51,48,4,0
273,53,88,3,0
285,76,51,3,0
268,86,93,2,0
242,63,96,3,0
262,58,86,3,0
279,58,83,3,0
289,90,82,3,0
285,79,57,2,0
275,80,74,4,0
297,53,65,2,0
267,52,84,3,0
271,82,59,3,0
275,68,90,4,0
279,21,61,2,0
272,81,50,3,0
270,57,90,4,0
280,99,72,2,0
270,90,100,3,0
261,76,64,3,0
257,56,92,2,0
281,50,93,3,0
279,48,89,3,0
266,99,97,2,0
281,76,80,2,0
269,93,97,3,0
271,99,78,3,0
284,85,78,3,0
274,63,95,3,0
284,63,78,3,0
276,50,65,3,0
292,52,57,3,0
279,63,99,3,0
267,78,50,2,0
283,98,53,3,0
292,14,100,5,0
269,70,90,2,0
274,88,60,2,0
283,72,62,4,0
275,88,51,3,0
279,71,51,4,0
280,60,85,2,0
283,88,86,3,0
289,55,72,4,0
274,85,55,2,0
290,84,51,4,0
262,91,61,2,0
271,82,62,2,0
274,60,91,4,0
281,89,71,3,0
287,60,97,4,0
284,64,52,3,0
269,93,88,3,0
269,81,99,2,0
271,31,49,3,0
262,68,69,2,0
272,78,59,2,0
274,44,42,4,0
280,64,93,2,0
280,81,63,6,0
281,50,49,3,0
285,69,61,3,0
286,77,75,3,0
290,69,56,3,0
285,87,68,2,0
288,85,91,3,0
276,83,83,4,0
279,68,51,3,0
269,78,65,2,0
264,78,89,3,0
271,93,68,2,0
274,54,75,3,0
278,76,56,3,0
279,40,72,2,0
287,73,81,2,0
274,86,98,3,0
268,38,68,6,0
264,71,48,3,0
261,58,97,2,0
271,67,59,3,0
274,55,76,4,0
278,76,98,2,0
252,70,82,3,0
275,66,46,4,0
262,96,72,3,0
279,60,77,4,0
277,54,94,3,0
281,85,90,3,0
268,96,84,3,0
287,86,62,3,0
258,53,87,2,0
269,91,95,3,0
264,33,70,4,0
273,75,73,2,0
274,97,80,3,0
276,68,51,4,0
265,68,70,2,0
275,57,87,2,0
275,87,90,3,0
268,50,91,2,0
276,76,59,4,0
268,79,61,4,0
274,17,90,6,0
265,60,62,2,0
271,89,67,3,0
280,69,87,2,0
262,68,85,6,0
276,61,87,4,0
274,63,50,2,0
294,50,96,3,0
272,49,74,3,0
274,83,55,5,0
276,59,71,2,0
270,75,93,5,0
274,66,48,3,0
264,68,51,3,0
275,73,58,3,0
277,98,53,2,0
286,86,65,3,0
264,50,55,3,0
278,76,76,3,0
275,30,47,2,0
272,30,86,5,0
263,64,59,3,0
287,59,75,2,0
283,85,63,3,0
288,76,93,5,0
292,63,50,2,0
279,65,86,2,0
291,43,68,2,0
262,83,56,2,0
285,49,77,2,0
286,67,73,2,0
287,90,47,6,0
293,83,96,2,0
285,92,84,3,0
288,83,70,3,0
286,64,55,3,0
293,93,97,3,0
275,60,87,3,0
299,74,69,2,0
278,56,75,5,0
282,61,77,3,0
268,63,62,4,0
277,24,62,4,0
271,17,56,4,0
274,46,64,3,0
261,68,48,4,0
258,68,60,6,0
290,16,71,5,0
292,15,56,5,0
276,55,49,2,0
290,72,66,4,0
273,91,89,4,0
256,30,91,4,0
267,56,68,2,0
286,94,94,3,0
280,82,63,3,0
276,66,86,3,0
274,74,64,6,0
249,63,50,3,0
276,65,42,2,0
270,56,81,2,0
280,32,73,5,0
285,80,90,2,0
284,34,87,4,0
285,62,71,2,0
274,50,86,2,0
286,58,98,3,0
267,94,90,3,0
264,67,99,3,0
275,20,74,4,0
272,91,59,2,0
277,91,67,4,0
283,78,87,3,0
271,82,55,4,0
290,54,96,3,0
277,53,81,3,0
288,47,55,5,0
253,87,50,3,0
287,50,68,3,0
275,59,83,2,0
280,89,69,3,0
296,54,49,3,0
276,62,85,3,0
257,91,85,3,0
269,84,99,2,0
277,69,65,2,0
265,76,63,2,0
299,80,54,3,0
278,40,47,3,0
283,80,99,3,0
285,76,40,5,0
279,55,90,2,0
273,98,63,6,0
295,54,56,3,0
266,63,56,2,0
273,88,63,3,0
282,50,95,3,0
252,52,72,3,0
270,89,95,3,0
267,55,90,3,0
283,51,81,2,0
262,35,52,3,0
265,54,71,2,0
264,72,84,3,0
286,61,93,3,0
274,17,93,4,0
291,71,88,2,0
270,88,52,2,0
265,48,100,2,0
275,16,97,3,0
